0	0	0	0	0	0	0	0	0	0	0.0004	0.0001	0	0	0.0004	0	0	0	0.0002	0	0	0	0	0.0001	0	0.0002	0.0001	0.0001	0.0001	0.0002	0	0	0	0	0	0.0002	0.0002	0	0.0001	0.0001	0	0	0	0	0	0	0.0001	0.0001	0	0.0003	0.0003	0	0	0.0001	0	0.0003	0	0	0	0.0002	0.0003	0.0006	0.0017	0.0023	0.0025	0.0008	0.0017	0.0021	0.009	0.0007	0.0004	0.0008	0.0016	0.0016	0.0004	0.0007	0.0008	0.0029	0.0002	0.0003	0.0039	0.0042	0.0051	0.0032	0.0047	0.01	0.0078	0.0014	0.0016	0.01	0.0007	0	0.0003	0.0006	0.0017	0.0001	0.0002	0.0002	0.0004	0.0004	0.0004	0.0023	0.001	0.001	0.0003	0	0	0	0	0	0	0	0	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0003	0.0029	0.0002	0.0002	0.0003	0.0034	0.0015	0.0011	0.0002	0.0006	0.0004	0.0043	0.0058	0.0004	0.0001	0.0003	0.0026	0.0062	0.0061	0.0003
0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0.0012	0	0	0	-0.0001	0	0	0	0	0.0001	0	0.0001	0	0	0	-0.0001	0	0	0	0	0	-0.0003	-0.0003	0	0	0.0001	0	0	0	0	0	0	-0.0001	0	0	0.0005	-0.0002	0	0	0	0	-0.0003	0	0	0	-0.0003	0.0002	-0.0022	-0.0132	0.0129	-0.0059	0.0044	-0.016	-0.0179	0.0554	0.0015	0.0007	-0.0005	-0.0182	-0.0182	0.0005	-0.0039	-0.0139	0.0096	-0.0004	-0.0011	-0.0818	0.0672	-0.0057	0.0189	-0.003	0.4666	0.0782	-0.0199	-0.0211	0.4699	-0.001	0	-0.0014	-0.0024	-0.0084	0.0001	-0.0003	0.0005	-0.0004	-0.0002	-0.0034	-0.0364	-0.0044	-0.0044	-0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	-0.0078	-0.0003	-0.0003	0.0002	0.0398	-0.0006	0.0026	0.0006	0.0012	-0.0011	0.073	0.0089	0	-0.0001	-0.0004	-0.0006	-0.0001	0.002	-0.0005
0.3827	1	1	0.358	0.5556	0.4321	0.3333	0.358	0.4321	0.3333	0.2099	0.1605	0.5062	0.5062	0.2099	0.284	0.3333	0.6296	0.1358	0.4074	0.284	0.358	0.4074	0.2346	0.284	0.1111	0.1852	0.1605	0.1605	0.1605	0.8025	0.5062	1	0.358	1	0.1852	0.284	0.2099	0.2346	0.1358	1	1	0.8025	0.8025	1	0.2346	0.2099	0.2346	0.3333	0.1358	0.1605	0.358	0.4074	0.1852	0.5556	0.284	0.6543	0.5062	0.5062	0.2346	0.1358	0.1358	0.1358	0.1111	0.1111	0.1111	0.1358	0.1358	0.1852	0.1358	0.1852	0.1358	0.1358	0.1358	0.284	0.358	0.6296	0.1358	0.1358	0.284	0.2593	0.1358	0.1358	0.1358	0.1111	0.1111	0.1358	0.4815	0.358	0.1111	0.1605	0.358	0.1605	0.2593	0.1111	0.1852	0.1852	0.1358	0.1358	0.1358	0.2099	0.1111	0.1358	0.1358	0.1605	0.5556	0.358	0.358	0.3086	0.284	0.284	0.284	0.284	0.2346	0.4321	0.2346	0.2099	0.3333	0.3333	0.2346	0.5556	0.5556	0.4074	0.4321	0.284	0.284	0.3333	0.284	0.5556	0.6296	0.1605	0.1358	0.1358	0.1358	0.1605	0.1111	0.1358	0.1358	0.1852	0.1852	0.1358	0.1111	0.1358	0.1605	0.2593	0.1358	0.1358	0.1111	0.1111	0.1605
1.6577	0	0	1.5305	0.9183	1.3516	1.7527	1.5305	1.3516	1.585	2.4194	2.7255	1.2244	1.2244	2.4194	1.8911	1.585	0.9864	2.9477	1.4355	1.8911	1.88	1.3921	2.1972	2.0588	3.1699	2.5033	2.7255	2.7255	2.7255	0.5033	0.9911	0	1.5305	0	2.5033	1.8911	2.4194	2.1972	2.9477	0	0	0.5033	0.5033	0	2.1972	2.4194	2.1972	1.7527	2.9477	2.7255	1.88	1.4355	2.5033	0.9183	1.8911	0.7642	0.9911	0.9911	2.1972	2.9477	2.9477	2.9477	3.1699	3.1699	3.1699	2.9477	2.9477	2.6416	2.9477	2.5033	2.9477	2.9477	2.9477	1.8911	1.88	0.9864	2.9477	2.9477	2.0588	2.281	2.9477	2.9477	2.9477	3.1699	3.1699	2.9477	1.4466	1.88	3.1699	2.7255	1.5305	2.7255	2.281	3.1699	2.5033	2.6416	2.9477	2.9477	2.9477	2.4194	3.1699	2.9477	2.9477	2.7255	0.9183	1.5305	1.5305	1.8366	1.8911	1.8911	1.8911	1.8911	2.1972	1.3516	2.1972	2.4194	1.585	1.585	2.1972	0.9183	0.9183	1.4355	1.3516	1.8911	1.8911	1.7527	1.8911	0.9183	0.9864	2.7255	2.9477	2.9477	2.9477	2.7255	3.1699	2.9477	2.9477	2.6416	2.6416	2.9477	3.1699	2.9477	2.7255	2.281	2.9477	2.9477	3.1699	3.1699	2.7255
58	59	57	56.7778	55.6667	55.4444	53.4444	50.1111	46.7778	44	35.8889	23.3333	44.7778	44.7778	35.8889	169.2222	175.8889	179.6667	182.3333	186.7778	185.8889	190.4444	191.3333	194.8889	197.8889	226.8889	214.3333	129.6667	129.6667	226.6667	225.3333	220.3333	218	213.5556	213	205.2222	190.8889	183.2222	180.5556	180.4444	0	0	226.3333	226.3333	0	147.7778	140.6667	137	138.8889	142.2222	140	137.3333	141	140.5556	144.3333	201	183	145.2222	145.1111	200.8889	178.4444	185.7778	188.3333	177	168.6667	175.1111	179.3333	194.7778	182.1111	167.2222	200.8889	225.6667	209.8889	209.8889	201.2222	193.1111	200.6667	162.1111	147.7778	164.1111	152.5556	101.2222	124	133.2222	140.6667	89.3333	146.1111	161.6667	162.2222	89.1111	204.1111	214.1111	219.2222	213.8889	209.5556	219.3333	217.6667	217.8889	220.3333	216.1111	197.2222	149.7778	146.7778	146.7778	198	17.6667	17.1111	15.7778	17.5556	17.5556	15.7778	17.2222	16.1111	16.4444	15	17.6667	15.4444	17	17	17.5556	46.3333	47.6667	50	51.3333	54.2222	58	63.8889	68.5556	73.2222	75.8889	65.7778	143.3333	101.3333	101.3333	65.7778	39.7778	46.2222	45.8889	47.2222	50.2222	48.5556	61.5556	111.6667	120.2222	124.6667	96.4444	87	131.1111	131.4444	96.5556
0.6667	0	0	0.7857	0.4714	0.6849	0.8315	1.1967	0.6285	0.8165	6.2972	1.6997	0.6285	0.6285	6.2972	2.2987	1.663	0.8165	3.496	1.2273	1.1967	1.6405	0.6667	2.558	0.9938	2.6434	1.8856	3.3993	3.3993	2.708	0.9428	0.4714	0.8165	1.7708	1.0541	4.9839	4.5325	1.4741	1.1653	3.6851	0	0	0.8165	0.8165	0	2.3465	2.1602	2.3094	1.0999	3.2923	3.3993	0.8165	0.6667	1.499	0.4714	2.4944	0.9428	0.4157	0.5666	2.3307	4.6215	6.2499	8.7178	10.0554	9.6724	7.2793	10.328	12.5147	20.835	5.4115	4.748	5.2493	9.3979	9.3979	4.6614	14.6397	13.7598	28.3958	9.9306	11.8363	25.4476	16.9757	19.3103	14.6422	18.5772	25.0663	15.169	18.0247	18.329	25.0663	6.7568	0.8749	4.1306	5.6656	10.6156	2.8284	4.0552	3.3481	5.3125	4.5569	4.4914	12.8043	8.0247	8.0936	4.7376	0.4714	0.737	0.4157	0.4969	0.4969	0.4157	0.7857	0.737	0.4969	0	0.8165	1.499	0.8165	0.8165	0.6849	0.4714	0.4714	0.6667	0.8165	1.2273	1.1547	1.0999	1.1653	0.9162	0.5666	5.0504	14.4145	3.1972	3.1972	5.0504	14.6498	10.064	9.0853	3.7941	6.303	5.0577	17.4299	20.2868	6.2499	2.7889	5.1232	13.1656	20.4312	20.3694	5.1232
0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.0006	0.0001	0	0	0.0002	0	0	0	0	0.0001	0	0.0001	0.0001	0.0002	0.0002	0.0001	0	0	0	0	0	0.0004	0.0003	0	0	0.0002	0	0	0	0	0	0.0001	0.0001	0.0001	0	0.0002	0.0002	0	0	0	0	0.0001	0	0	0	0.0001	0.0003	0.0006	0.0012	0.0016	0.0014	0.0008	0.0016	0.0024	0.0066	0.0005	0.0003	0.0004	0.0014	0.0014	0.0003	0.0033	0.0029	0.0122	0.0015	0.0021	0.0099	0.0044	0.0057	0.0033	0.0053	0.0096	0.0035	0.005	0.0051	0.0096	0.0007	0	0.0003	0.0005	0.0017	0.0001	0.0003	0.0002	0.0004	0.0003	0.0003	0.0025	0.001	0.001	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0.0032	0.0002	0.0002	0.0004	0.0033	0.0016	0.0013	0.0002	0.0006	0.0004	0.0047	0.0063	0.0006	0.0001	0.0004	0.0027	0.0064	0.0063	0.0004
0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0.0048	0.0001	0	0	0	0	0	0.0001	0	0.0001	0	0.0001	0	0.0001	0.0001	0.0002	0	0	0	0	0	-0.0006	-0.0004	0	0	0.0003	0	0	0	0	0	0	0.0001	0.0001	0	0.0004	0.0001	0	0	0	0	0	0	0	0	0	-0.0003	-0.0004	-0.0089	0.0066	-0.0035	0.0028	-0.0092	-0.0189	0.0439	0.0011	0.0001	-0.0003	-0.012	-0.012	0.0001	-0.0251	-0.0732	0.1629	0.0014	-0.0125	-0.1683	0.0943	-0.0242	0.0164	0.0168	0.3402	0.0164	-0.0653	-0.0682	0.3402	-0.001	0	-0.0012	-0.0017	-0.0084	0.0001	-0.0005	0.0005	-0.0003	-0.0002	-0.0022	-0.0427	-0.003	-0.0033	-0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	-0.0176	-0.0003	-0.0003	0.0004	0.0371	0.0006	0.0033	0.0006	0.0008	-0.0011	0.0815	-0.0053	-0.0008	-0.0001	-0.0007	-0.001	0.0008	-0.0002	-0.0009
0.4074	1	1	0.358	0.5556	0.4321	0.3333	0.2346	0.4321	0.3333	0.1358	0.1852	0.4321	0.4321	0.1358	0.2346	0.284	0.3827	0.1111	0.3086	0.2346	0.2593	0.4074	0.2346	0.3333	0.2346	0.1852	0.1605	0.1605	0.2346	0.5556	0.5556	0.3333	0.2346	0.3086	0.1852	0.284	0.284	0.284	0.1852	1	1	0.4074	0.4074	1	0.1605	0.1852	0.1605	0.284	0.2346	0.2099	0.3827	0.4074	0.284	0.5556	0.2593	0.4074	0.6543	0.5062	0.284	0.1358	0.1111	0.1358	0.1111	0.1111	0.1358	0.1358	0.1358	0.1852	0.1358	0.1605	0.1358	0.1358	0.1358	0.2099	0.1358	0.1605	0.1111	0.1852	0.1111	0.1111	0.1358	0.1111	0.1605	0.1358	0.1111	0.1358	0.1111	0.1358	0.1111	0.1605	0.358	0.1852	0.2593	0.1111	0.1852	0.1358	0.1358	0.1605	0.1111	0.284	0.1111	0.1358	0.1358	0.1852	0.5556	0.358	0.6543	0.5062	0.5062	0.6543	0.358	0.358	0.5062	1	0.3827	0.284	0.3333	0.3333	0.4321	0.5556	0.5556	0.4074	0.3827	0.284	0.2346	0.284	0.284	0.4321	0.5062	0.1852	0.1358	0.1605	0.1605	0.1852	0.1358	0.1111	0.1358	0.1358	0.1852	0.1358	0.1111	0.1111	0.1358	0.2099	0.1605	0.1358	0.1111	0.1111	0.1358
1.4355	0	0	1.5305	0.9183	1.3516	1.7527	2.1972	1.3516	1.585	2.9477	2.5033	1.3516	1.3516	2.9477	2.1972	1.8911	1.6577	3.1699	1.8366	2.1972	2.281	1.3921	2.1972	1.7527	2.1972	2.5033	2.7255	2.7255	2.1972	0.9183	0.9183	1.585	2.1972	1.8366	2.5033	1.8911	1.8911	1.8911	2.5033	0	0	1.4355	1.4355	0	2.7255	2.6416	2.7255	2.0588	2.1972	2.4194	1.6577	1.4355	2.0588	0.9183	2.1133	1.3921	0.7642	1.2244	1.8911	2.9477	3.1699	2.9477	3.1699	3.1699	2.9477	2.9477	2.9477	2.6416	2.9477	2.7255	2.9477	2.9477	2.9477	2.4194	2.9477	2.7255	3.1699	2.6416	3.1699	3.1699	2.9477	3.1699	2.7255	2.9477	3.1699	2.9477	3.1699	2.9477	3.1699	2.7255	1.5305	2.5033	2.281	3.1699	2.5033	2.9477	2.9477	2.7255	3.1699	2.0588	3.1699	2.9477	2.9477	2.6416	0.9183	1.5305	0.7642	0.9911	0.9911	0.7642	1.5305	1.5305	0.9911	0	1.6577	2.0588	1.585	1.585	1.3516	0.9183	0.9183	1.4355	1.6577	1.8911	2.1972	2.0588	1.8911	1.3516	1.2244	2.5033	2.9477	2.7255	2.7255	2.5033	2.9477	3.1699	2.9477	2.9477	2.6416	2.9477	3.1699	3.1699	2.9477	2.4194	2.7255	2.9477	3.1699	3.1699	2.9477
